gene_name,gene_synonym
AC145625.2,nan
ANXA3,ANX3
BCAR3,SH2D3B|AND-34|NSP2
AC087276.3,nan
AC020658.2,nan
DCTN1,nan
RNU6-610P,nan
MIR3135B,hsa-mir-3135b
AP3D1,ADTD
AP001007.1,nan
TMEM39B,FLJ10315
AL355836.2,nan
FP236383.16,nan
AC005599.1,nan
LCN1P1,bA430N14.2|LCN1L1
RPS15AP9,nan
TFCP2,LBP-1C|CP2|TFCP2C|LSF
EMP3,YMP
LINC02338,nan
AL024498.1,nan
SNORD115-4,HBII-52-4
AC073352.1,nan
MRPL57P7,MRP63P7
CENPF,hcp-1
AL445471.2,nan
NTM,HNT|NTRI|CEPU-1|IGLON2
EIF3IP1,RG208K23
HTR1A,ADRBRL1|ADRB2RL1|5-HT1A
MIR8056,hsa-mir-8056
AC009554.2,nan
HLA-DMA,D6S222E|RING6
AC004847.1,nan
AC138356.2,nan
UBB,FLJ25987|MGC8385
GNG14,nan
AC112128.1,nan
AC079360.1,nan
KRTAP4-6,KAP4.6|KRTAP4-15|KAP4.15
KLF3P2,nan
AC010203.2,nan
LINC02661,nan
USP2,UBP41
AL031005.2,nan
RNA5SP483,RN5S483
DDX6P1,DDX6-Lp|DDX6P|bA150A6.3
PPM1E,CaMKP-N|POPX1|PP2CH|KIAA1072
ZNF366,FLJ39796
NCKAP1,HEM2|Nap1|NAP125
CYP51A1-AS1,LRRD1-AS1|ENST00000453068
AL355095.1,nan
AL590787.1,nan
LINC00668,nan
MIR4441,hsa-mir-4441
SH3GL2,CNSA2|SH3D2A|SH3P4|EEN-B1
RNU6-1080P,nan
CMA1,nan
FBXO4,FBX4
SOCS2,SSI-2|Cish2|CIS2|STATI2|SSI2|SOCS-2
RPL30,L30
AC026786.1,nan
ZNF266,HZF1
ZSWIM7,SWS1
AC275284.4,nan
LILRA2,LIR-7|CD85h|LIR7|ILT1
SCUBE3,CEGF3|FLJ34743
AL671986.1,nan
MYMX,MINION
PLCB1,PLC-I|PLC154|KIAA0581
DPPA5P2,nan
AC090377.1,nan
RN7SL619P,nan
LINC01629,linc-KIAA1737-2
AKR1B1P6,nan
AC092490.2,nan
HNRNPA1P40,nan
FAM104A,FLJ14775
AC007216.2,nan
RN7SKP227,nan
KIAA2026,FLJ20375
FTOP1,nan
DPPA5,Esg1
AC270292.2,nan
HS3ST3B1,30ST3B1|3OST3B1
SDHAF1,LYRM8
LINC02371,nan
LINC01745,nan
AC091132.6,nan
RNA5SP119,RN5S119
AP000907.3,nan
LINC02017,nan
AC114684.1,nan
AL645941.2,nan
RNU6-1072P,nan
AC090666.1,nan
AL118522.1,nan
CSKMT,METTL12|U99HG|CS-KMT
MIR5688,hsa-mir-5688
AL731575.1,nan
AC074255.1,nan
CEP72,FLJ10565|KIAA1519
AC010722.1,nan
IFNW1,nan
RPL23AP89,nan
MIR892B,hsa-mir-892b|MIRN892B
AC110792.3,nan
AC087441.2,nan
TRIM40,RNF35
AL157769.1,nan
AC012291.2,nan
AC007314.1,nan
RUFY1,FLJ22251|RABIP4|ZFYVE12
AC025773.1,nan
AC008429.3,nan
SNORD32A,RNU32|U32|U32A
WDR45B,WIPI3|WDR45L
RN7SL462P,nan
MLIP-AS1,nan
SPANXD,CT11.4|SPANXE
DPH7,RRT2|WDR85|C9orf112|FLJ90634
STIM2,nan
OR2W1,hs6M1-15
BTBD11,ABTB2B|FLJ33957
FKBP7,FKBP23
CFH,ARMS1|FHL1|ARMD4|HF1|HUS|HF2|HF
AC009171.1,nan
AP000432.2,nan
FOXR1,FOXN5|DLNB13
SPRYD7,C13orf1|CLLD6
AL162632.1,nan
DISC1FP1,Boymaw
CRYZP2,nan
AP001471.1,nan
TEDDM1,Epdd1|HE9|EDDM9|TMEM45C
AC078899.3,nan
LINC02396,nan
AC034102.7,nan
AC023595.1,nan
PRKD2,PKD2|HSPC187|DKFZP586E0820
ARHGDIA,RHOGDI|GDIA1
TMEM247,nan
IRGM,LRG-47|LRG47|IRGM1|IFI1
AC009446.1,nan
SHKBP1,Sb1|PP203
FAM41AY1,FAM41AY
APOD,nan
LINC02831,nan
MIR6735,hsa-mir-6735
AC116165.12,nan
CRLF2,CRL2|TSLPR
RNU1-17P,nan
RNU6-681P,nan
AC140113.2,nan
AC027243.3,nan
AL133232.1,nan
AC023424.2,nan
TPI1P4,nan
AC118653.2,nan
AC022211.4,nan
ZBTB46,ZNF340|BTBD4|BZEL|RINZF|FLJ13502
SNORD9,mgU6-53B
LY86-AS1,LY86AS|FLJ33708|LY86-AS
AC092819.3,nan
IFNAR1,IFRC|IFNAR
AC116036.1,nan
AC009498.1,nan
GAS6-AS1,nan
AC090229.1,nan
HIGD1AP8,nan
OR9I3P,OST714
LINC02735,nan
MIR4449,hsa-mir-4449
PRRC1,FLJ32875
SLC35D1,KIAA0260|UGTREL7
AP000317.1,nan
PPP1R26-AS1,nan
AL451070.1,nan
HMGB1P13,HMGB1L13
AC009269.3,nan
GLYATL3,bA28H17.2|C6orf140
AL157911.1,nan
PRYP4,nan
FBXL5,FBL4|FLR1|FBL5
GAP43,B-50|PP46
ILVBL,ILV2H|AHAS|FLJ39061|MGC1269|MGC19535|209L8|HACL1L
BNIP3P4,nan
SUPT4H1,Spt4|SPT4H|SUPT4H|Supt4a
GLYCAM1,nan
MALSU1,C7orf30|mtRsfA
AL161443.1,nan
AC112907.1,nan
AC073987.1,nan
RAB11FIP1,Rab11-FIP1|FLJ22622|RCP|FLJ22524
SDHAF4,Sdh8|C6orf57
AC091117.3,nan
AL050341.2,nan
AP002001.2,nan
ARL9,nan
LNPEP,PLAP|IRAP|CAP|P-LAP
TMEM92,FLJ33318
AC009560.4,nan
NUP43,bA350J20.1|FLJ13287
PBX2P1,PBXP1|PBX2
RUSC1,NESCA
AL807757.2,nan
NPM1P47,nan
GSAP,PION|LOC54103
AL034430.1,nan
RPLP0P2,nan
AC007547.1,nan
LINC02820,nan
AC012467.1,nan
RPL13P5,RPL13L|RPL13-2
AL355531.1,nan
LINC02397,nan
AC083867.3,nan
AC006504.1,nan
VN1R65P,nan
RNU6-759P,nan
TDG,nan
ALDH3A1,ALDH3
P2RY14,GPR105|KIAA0001
ADIPOQ,ACDC|AdipoQ|adiponectin|GBP28|ACRP30|apM1
AL354916.2,nan
LINC00442,nan
RAD21-AS1,C8orf81|NCRNA00255
RN7SKP97,nan
AC004522.6,nan
AC018641.1,nan
AC022778.1,nan
CCL3L3,SCYA3L1|D17S1718|MGC12815|G0S19-2|SCYA3L|LD78BETA
GPC5,nan
OR1A1,OR17-7
LINC01187,KIDR
MIR6875,hsa-mir-6875
AL355537.1,nan
MAGED2,MAGED|MAGE-D2|JCL-1|HCA10|BCG1|MGC8386|11B6
HSPE1P28,nan
AP005229.1,nan
RNU6-42P,RNU6-42
PRR13P4,nan
G6PC2,IGRP
AL359265.1,nan
AC090515.6,nan
LINC02365,LVCAT8
OR52K3P,nan
AC133633.1,nan
AC092724.1,nan
OR6N1,nan
RPS26P42,nan
FMO6P,FMO6
OR5H2,nan
MINK1,ZC3|MAP4K6|YSK2|B55|MINK
HMGB1P41,nan
RPL12P25,nan
CNN2P11,nan
LRFN4,SALM3.|FIGLER6|MGC3103
AL035461.3,nan
GABBR1,GPRC3A|hGB1a
DRD1,nan
RPL32P31,nan
AC093525.3,nan
ANKRD30BL,ANKRD30BP3|NCRNA00164
RN7SKP153,nan
DNAH5,CILD3|PCD|KTGNR|Dnahc5|HL1
AC066613.1,nan
DEF6,SLAT|IBP|SWAP70L
RNU4-59P,nan
PCSK1,PC1|SPC3|PC3|NEC1
PEX10,RNF69
JAML,AMICA1|Gm638|AMICA
HLA-DPB1,HLA-DP1B
AC104695.2,nan
AC142086.2,nan
NADK2,FLJ30596|NADKD1|C5orf33|MNADK
TRAJ7,nan
ZNF789,nan
LCA5L,MGC33295|C21orf13
AC092810.4,nan
HMGN1P26,nan
AL357315.2,nan
GU182343.6,nan
LINC00525,nan
Z83839.2,nan
RN7SKP55,nan
SLC10A3,P3|DXS253E
FP236383.3,nan
AL132633.1,nan
SLC25A1P2,nan
ENOX2,tNOX|APK1|COVA1
F7,nan
RIPOR1,FAM65A|FLJ13725
MMGT1,TMEM32|EMC5
CCT8L1P,CCT8L1
PNO1,RRP20|KHRBP1
AL109918.1,nan
AL034348.1,nan
AL157359.1,nan
AC084364.1,nan
TOMM22P4,nan
ERO1A,ERO1-alpha|Ero1alpha|ERO1L
GAST,GAS
AC011396.3,nan
AP000926.2,nan
OR4A21P,nan
RNF187,RACO1|RACO-1
MIR3120,hsa-mir-3120
AC113189.2,nan
SYT17,Syt-17
AC015660.3,nan
AC011306.1,nan
FAHD2CP,nan
LMCD1-AS1,nan
DDX19A,DDX19L|FLJ11126
AC097372.2,nan
OR5I1,OLF1|HSOlf1
FRMD6-AS1,C14orf82
ASS1P4,ASSP4
LINC01376,nan
AC005410.1,nan
AC104135.1,nan
MIR135A2,MIRN135-2|hsa-mir-135a-2|hsa-mir-135-2|MIRN135A2
LSM7,YNL147W
LINC02243,ENST00000441841
DNAH17,DNEL2|FLJ40457|DNAHL1
THADA,ARMC13|KIAA1767|GITA|FLJ21877
OR51AB1P,nan
LINC00887,linc-ATP13A4-8|HEIRCC
AC005154.5,nan
AC010636.2,nan
MTATP6P21,nan
MLPH,ln|Slac-2a|l(1)-3Rk|exophilin-3|l1Rk3
AL117190.1,nan
AC099754.1,nan
SLC30A8,ZNT8|ZnT-8
AL353796.1,nan
TTC33,OSRF
DARS1,DARS
TMIGD3,AD026
CARD10,BIMP1|CARMA3
MIR8068,hsa-mir-8068
AP005900.1,nan
IGLCOR22-2,IGLC/OR22-2
AC107294.3,nan
OFD1P11Y,OFD1PY11|OFDYP11|OFD1P11
AC007322.1,nan
MYO5B,KIAA1119
LINC01776,nan
MCOLN1,ML4|TRPML1|MSTP080|MST080|MLIV|TRPM-L1
ZNF321P,MGC35402|ZNF321
AC009970.1,nan
AC117505.1,nan
LINC01357,HP08777
RNU6-973P,nan
FAAP20,C1orf86|FLJ31031
AP000280.2,nan
AL589991.1,nan
AC244216.2,nan
AC067904.3,nan
RPL32P28,nan
MIR4305,hsa-mir-4305
AC012360.2,nan
OSBPL7,MGC71150|ORP7
AC210756.1,nan
AP000311.1,nan
LINC00028,C20orf93|NCRNA00028|dJ1093G12.6
BX470209.2,nan
AC073358.1,nan
AC023794.1,nan
DAZAP2P1,nan
AC016747.4,nan
COX6CP12,nan
FAM220BP,bA392E22.4|C9orf51
AC010486.3,nan
AC084121.8,nan
SNRPGP16,nan
LRRC6,TSLRP|LRTP|CILD19
FRMD5,MGC14161
AC236756.1,nan
NSFP1,NSFP
RNU6-656P,nan
AL138776.1,nan
SNORA7A,ACA7
AC010761.5,nan
THBS2,TSP2
AL163636.3,nan
AC018926.3,nan
AC104662.1,nan
AHCYL1,IRBIT|XPVKONA|PPP1R78
RPL23AP84,nan
RNU6-1051P,nan
AC139720.1,nan
ZBTB2,ZNF437|KIAA1483|bA351K16.2
BX255923.2,nan
VWA2,AMACO|NET42|CCSP-2|FLJ16213|FLJ45857
AL121894.1,nan
PATE1,PATE
BCL2L12P1,nan
ZNF354C,KID3
AC133104.1,nan
AC217323.1,nan
ZNF843,MGC46336
COL6A4P2,COL6A4
LINC01353,nan
AC008507.2,nan
PPP1R27,DYSFIP1|toonin
SRP14,ALURBP|MGC14326
RAB44,RASD3|RASL13|dJ431A14.3
SNORD65C,nan
GRIA1,GLURA|GluA1|GLUR1
MGMT,nan
LINC02724,nan
SPAG4,CT127|SUN4
AC004801.2,nan
IGHJ2P,Jpsi2
KIRREL1,KIRREL|NEPH1
TUBB3,beta-4|CFEOM3A|FEOM3|CFEOM3
MAPK3,PRKM3|ERK1|p44mapk|p44erk1
XRCC3,nan
AL591896.1,nan
CD4,nan
AC091153.3,nan
FDFT1,DGPT|SS|SQSD|SQS|ERG9
PPP1R2P6,nan
OR9H1P,nan
AC034102.8,nan
RN7SL684P,nan
KPRP,C1orf45
AIFM1P1,nan
C1orf53,nan
AC108142.1,nan
RNU6-272P,nan
AL591135.1,nan
AC010974.1,nan
RFC3,MGC5276|RFC38
AC037487.4,nan
MIR3171,hsa-mir-3171
AC006355.2,nan
SNORD101,U101
AL590764.1,nan
GAPDHP22,nan
AC097059.1,nan
UBAC1,KPC2|UBADC1|GBDR1
VN1R6P,ZVNH2|VNR19I2|ZVNR2
AC006511.4,nan
LINC01414,nan
WNT10A,nan
AC234771.3,nan
SLC6A18,FLJ31236|Xtrp2
AC009318.1,nan
AP006621.2,nan
AC108471.3,nan
TMEM44-AS1,nan
MTCL1,SOGA2|KIAA0802|CCDC165
AC099677.5,nan
RNU1-88P,nan
AGK,MULK|FLJ10842
OR2A41P,nan
SBDS,SWDS|SDS|FLJ10917|CGI-97
SBF2-AS1,nan
AIRN,NCRNA00088|IGF2R-AS1|AIR|IGF2RAS
AC244505.3,nan
ZNF213-AS1,nan
AC010463.3,nan
NEUROG3,bHLHa7|Atoh5|ngn3|Math4B
ANAPC11,APC11|Apc11p|MGC882|HSPC214
RNU7-46P,U7.46
TSPY14P,TSPYP4
ATP8B1,PFIC|BRIC|PFIC1|ATPIC|FIC1
PPIAP78,nan
AL357562.1,nan
TNS1,MXRA6|PPP1R155|DKFZp586K0617|TNS
AC024475.3,nan
MIR1231,MIRN1231|hsa-mir-1231
AC132872.3,nan
SIPA1L1,E6TP1|KIAA0440|SPAR1
AL137247.1,nan
CCDC137,MGC16597
TRPC1,HTRP-1
AL512326.3,nan
AC021220.2,nan
LINC01880,nan
AC120036.2,nan
SLC15A4,PTR4|PHT1
RPSAP58,nan
IFNWP4,nan
H3P36,p46|H3F3BP1
AC109458.2,nan
DRC1,CCDC164|FLJ32660|MGC16372|CILD21|C2orf39
AC244197.3,nan
AC010680.4,nan
LINC02406,nan
HNRNPA1P57,nan
KCTD9P4,nan
CR392000.1,nan
AL451142.2,nan
RNA5SP300,RN5S300
CPEB3,KIAA0940
LINC02239,nan
AL359757.1,nan
DESI2,CGI-146|C1orf121|PNAS-4|FAM152A|FLJ21998|PPPDE1
EIF2D,LGTN
AL389889.1,nan
MTND4P24,nan
AC113368.1,nan
AC247036.4,nan
RNU6ATAC31P,nan
CDY4P,nan
SDAD1P4,nan
AC093151.5,nan
R3HCC1,DKFZp564N123
FBXL3,FBXL3A|FBL3|FBL3A
AC243807.2,nan
AL157396.1,nan
AC087500.1,nan
ABBA01031669.1,nan
FBXO28,FLJ10766|CENP-30|Fbx28|KIAA0483
AL499627.1,nan
LINC02059,nan
RBM28,FLJ10377
KRT18P61,nan
AARS2,KIAA1270|bA444E17.1|AARSL
SBF1,MTMR5|DENND7A
LRRC61,FLJ31392|MGC3036|HSPC295
TPCN1,FLJ20612|TPC1|KIAA1169
RPS6KA2,RSK3|HU-2
NPM1P38,nan
MIR4516,hsa-mir-4516
C1DP4,nan
MIR3121,hsa-mir-3121
AC068831.5,nan
CDH24,CDH11L
LMTK3,PPP1R101|LMR3|KIAA1883|TYKLM3
MIR1302-9,hsa-mir-1302-9
BX119927.1,nan
SNX2,nan
AC091167.6,nan
MAPK1IP1L,C14orf32
MIR6748,hsa-mir-6748
TMEM179B,nan
RNA5SP156,RN5S156
U52112.1,nan
RNU6-269P,nan
AL355916.1,nan
AC024937.1,nan
CEP350,CAP350|KIAA0480
AC022880.2,nan
AC073648.6,nan
AC213203.1,nan
SNORD124,nan
FBXO5,FBX5|Fbxo31|EMI1
PRSS55,CT153|UNQ9391|T-SP1
AC008739.6,nan
LINC02839,nan
KMT2E,HDCMC04P|MLL5
ANKRD26P2,nan
LRRC19,FLJ21302
LINC00345,nan
MTND4P27,nan
AC011525.1,nan
AC092078.3,nan
TRIQK,PRO0845|C8orf83|DKFZp779L1068|LOC286144
GRID1,GluD1|KIAA1220
SERPINE3,nan
AC117500.6,nan
OR51R1P,nan
RNU6-974P,nan
AC245187.2,nan
LINC01733,nan
AC055733.1,nan
AC083967.1,nan
FP236383.24,nan
AP001037.1,nan
AC008967.1,nan
IGHD3-22,IGHD322
RPS2P5,bcm384
RAB6A,RAB6
EIF2A,EIF-2A
GATA1,NF-E1|NFE1|ERYF1|GF1|GATA-1
AQR,IBP160|fSAP164|KIAA0560
AC018678.1,nan
AC026904.1,nan
RN7SL568P,nan
RNU6-1147P,nan
SPDYE19P,nan
AC090220.1,nan
AL109620.1,nan
ECEL1P3,nan
APOC1P1,lincRNA-APOC1P1-3
AC018755.3,nan
PCAT1,PCAT-1|PCA1
CSNK1G2,CK1g2
AC022121.1,nan
AC010307.2,nan
RNA5SP78,RN5S78
AC011676.1,nan
AC018647.3,nan
AP002358.2,nan
AC140479.7,nan
PLD1,nan
PRELID3BP6,nan
AC020906.1,nan
PITPNA,VIB1A|PITPN
AL358472.2,nan
AL136960.1,nan
PDP1,PDH|PDP|PPM2A|PPM2C
AC024475.1,nan
AL159996.1,nan
DDX25,GRTH
EIF4A1P11,nan
AC087645.4,nan
GUSBP11,nan
AC025262.2,nan
RHCG,PDRC2|C15orf6|RHGK|SLC42A3
AC020891.4,nan
GLP1R,GLP-1R
SATL1,nan
AC092115.4,nan
ITPRIP,DANGER|bA127L20.2|KIAA1754
AC270291.1,nan
PALM2AKAP2,PALM2-AKAP2
GXYLT1,FLJ43151|GLT8D3
AC079602.3,nan
FO393408.1,nan
UBTD1,FLJ11807
AL390039.1,nan
SMG1P7,nan
ANTXRL,nan
RNA5S4,RN5S4
AC007405.1,nan
RBBP8NL,dJ908M14.3|C20orf151
OR4G2P,OR4G7P
MIR3680-2,hsa-mir-3680-2
AC005674.2,nan
TRIM66,C11orf29|TIF1D|KIAA0298
AC021504.1,nan
VEGFD,VEGF-D|FIGF
MAP4K2,GCK|BL44|RAB8IP
RAC1P5,Psi1Rac1
ZRANB3,DKFZP434B1727
OR7A10,nan
C10orf90,bA422P15.2|FLJ32938|FATS
ZNF180,HHZ168
RNU2-4P,U2|U2/7|RNU2P2
SPTY2D1,FLJ39441|DKFZp686I068|Spt2
RNU6-64P,RNU6-64
ZCCHC17,PS1D|HSPC251|pNO40
AF064860.1,nan
LINC00671,nan
AC234917.2,nan
AL121991.1,nan
AL356419.1,nan
HCRTR1,OX1R
AL158209.2,nan
AC006581.2,nan
ANKRD18B,bA255A11.3
CACFD1,flower|C9orf7|D9S2135
MTATP6P31,nan
RHOA-IT1,nan
Z73420.1,nan
LINC02745,nan
SDC1,SYND1|SDC|syndecan|CD138
AC087164.1,nan
TYMSP2,nan
BIRC5,survivin|EPR-1|API4
SNORA11,U107|SNORA11A
ARMC8,HSPC056|VID28|GID5|DKFZP434A043
AC012182.1,nan
CYP3A7-CYP3A51P,nan
AC020558.6,nan
TRBV21OR9-2,TCRBV10S2O|TCRBV21S2|TRBV21/OR9-2|TCRBV10O
AL163973.2,nan
AL590226.1,nan
ELOVL5,HELO1|SCA38|dJ483K16.1
AL590635.1,nan
AL450226.1,nan
AL356273.2,nan
CXCL14,BMAC|KS1|bolekine|SCYB14|BRAK|NJAC|MIP-2g|Kec
AC105052.4,nan
PPP1R12A-AS1,R12A-AS1
AC243571.1,nan
FHL5,ACT|dJ393D12.2|FLJ33049
AC005753.1,nan
CR388205.1,nan
AC074351.1,nan
AL357079.3,nan
GNAZ,nan
RNA5SP508,RN5S508
PA2G4,nan
AL122014.1,nan
PANK3,FLJ12899
AC012146.2,nan
RPL21P75,nan
AC006443.1,nan
RN7SL690P,nan
MIR4677,hsa-mir-4677
TDRD7,PCTAIRE2BP
LINC02698,nan
HSP90AB7P,nan
MIR4434,hsa-mir-4434
FKBP11,FKBP19
RNA5SP261,RN5S261
CRADD,RAIDD
AC007016.1,nan
AC002351.1,nan
HPYR1,HPRG1|NCRNA00027|LINC00027
RPL24,L24
KHDRBS2-OT,nan
AC006059.1,nan
APOA1-AS,nan
RBM23,RNPC4|CAPERbeta|FLJ10482
SS18L1,KIAA0693|CREST
VAMP2,SYB2|VAMP-2
AL133372.3,nan
MIR1257,hsa-mir-1257|MIRN1257
AC005821.1,nan
NECTIN3,PPR3|PVRR3|nectin-3|CDw113|PVRL3|DKFZP566B0846|CD113
NCOA7-AS1,nan
SNORD96A,U96a
RPS7P3,nan
HNRNPA1P72,nan
LGALS1,GBP
AC013286.1,nan
AC135279.3,nan
MIRLET7A2,hsa-let-7a-2|MIRNLET7A2
ALG11,KIAA0266|CDG1P
AL355361.1,nan
AL020996.1,nan
TRIM55,MURF-2|RNF29
AC079753.1,nan
ARL2,ARFL2
AL353072.2,nan
ZNF488,FLJ32104
APOOP5,nan
PXT1,STEPP
AC005345.1,nan
AC007390.1,nan
AC087163.1,nan
AC011468.3,nan
AC010531.7,nan
AL035603.1,nan
AL121895.2,nan
AP001888.1,nan
BX255925.1,nan
VWFP1,VWFP|F8VWFP|F8VWFL
NXF3,nan
TMEM9B,C11orf15
AC016074.1,nan
KLK8,TADG14|ovasin|PRSS19|HNP|neuropsin
AL049840.5,nan
SRCIN1,KIAA1684|SNIP|p140Cap
EEF1A1P5,EEF1AL3
MIR4307HG,nan
AC116345.1,nan
AC104849.1,nan
AL137786.1,nan
AC012676.4,nan
OFD1,RP23|JBTS10|71-7A|CXorf5
AL139330.1,nan
AL392003.2,nan
ETV2,ER71
LINC00348,nan
FAM8A2P,nan
TMEM167A,TMEM167|MGC23909|FLJ30508
TPTE2P4,nan
EIF3LP3,nan
RPL5P17,nan
AC245128.32,nan
AL049825.1,nan
LINC01385,TCONS_00009424
RNU2-35P,nan
C1orf141,nan
IGHVII-74-1,IGHV(II)-74-1
AC004801.1,nan
FIGNL2,nan
AC073343.1,nan
NONO,P54NRB|P54|NRB54|NMT55|PPP1R114
RP1,ORP1|DCDC4A
AC025188.3,nan
AC137630.2,nan
PGBD4P6,nan
MIR509-3,MIRN509-3|hsa-mir-509-3
PTMAP8,nan
ZIC4,nan
AL133467.5,nan
RN7SL469P,nan
ZFP69,ZKSCAN23A|ZSCAN54A|FLJ16030|ZFP69A|ZNF642
AF064866.1,nan
BX510359.7,nan
AC091133.6,nan
OR4F6,OR4F12
PPATP2,nan
AC007631.1,nan
LINC00652,HSPC072
AC135050.5,nan
AC016735.1,nan
AL139413.1,nan
SFT2D3,MGC5391
C2orf81,hCG40743|LOC388963
KNOP1P3,nan
PPIAP28,nan
EML4,ELP120|C2orf2|ROPP120
AC097720.1,nan
AC243829.6,nan
NBPF13P,nan
KRT18P57,nan
PRM2,CT94.2
MOXD2P,MOXD2
BHMT2,nan
AC093599.2,nan
ZNF565,FLJ36991
IGHVII-22-1,IGHV(II)-22-1
AL160410.1,nan
TRAPPC4,SBDN|PTD009|TRS23
SYT14P1,CHR415SYT|SYT14L|SYTDEP
RPL7AP57,nan
AL591379.2,nan
LINC02351,nan
IGHVIII-5-2,IGHV(III)-5-2
AC012435.6,nan
AC139493.1,nan
IFNK,nan
BRAP,RNF52|IMP|BRAP2
AL122003.1,nan
AC005593.1,nan
AC061975.1,nan
SLC47A1P2,nan
AL157400.4,nan
AC008391.1,nan
AC010528.2,nan
AC137932.1,nan
AL590392.1,nan
LINC01396,nan
GP6,GPIV|GPVI|BDPLT11
IL11,AGIF|IL-11
YWHAQP6,nan
HIRA,TUPLE1|DGCR1|TUP1
PRMT9,PRMT10|FLJ46629
SMIM1,Vel
Z99916.1,nan
TNFSF12-TNFSF13,TWE-PRIL
AC007029.2,nan
LINC01739,nan
ZNF540,DKFZp547B0714
AC019176.3,nan
AC093809.1,nan
AP001266.2,nan
AC131206.1,nan
CYLC2,nan
AC007744.1,nan
SLC9A7,NHE7
RNA5SP433,RN5S433
MYL6P3,nan
AMPD2,SPG63
AC019197.1,nan
AC012615.6,nan
RPEP3,nan
AL022237.1,nan
AC009318.4,nan
AC068205.2,nan
NDUFS5P1,nan
PDCD1,PD-1|hSLE1|PD1|SLEB2|CD279
TERC,TRC3|TR|SCARNA19|hTR
UGT8,CGT
AC006455.7,nan
AC129492.1,nan
PANX2,hPANX2|PX2
AP001407.1,nan
AL158050.2,nan
MIR6871,hsa-mir-6871
AC026469.1,nan
hsa-mir-423,nan
AC063949.2,nan
AC010325.2,nan
AL138900.1,nan
RNU6-460P,nan
CNN2P8,nan
AL358134.1,nan
LRIG2-DT,nan
MAGEB1,CT3.1|MAGE-Xp|MAGEL1|MGC9322|DAM10
LINC02079,nan
CT75,nan
AL161670.4,nan
AC010511.1,nan
TSHR,LGR3
PLA2G10,GXPLA2
SPECC1P2,nan
AC010280.2,nan
AC112694.1,nan
SHBG,MGC126834|ABP|MGC138391|TEBG
MIR548AK,hsa-mir-548ak
ESYT1,FAM62A|MBC2|KIAA0747
AL845439.3,nan
AC115100.1,nan
LINC00924,nan
KLRF2,NKp65
POLE3,CHARAC17|CHRAC17|Ybl1|p17|CHRAC2
RAB28P2,nan
CSRP1,CYRP|D1S181E|CSRP
OR5B21,nan
PLCL2,PLCE2|KIAA1092
RPS18,KE-3|HKE3|D6S218E|S18|KE3
UBE4A,UBOX2|E4|KIAA0126|UFD2
MIR381,MIRN381|hsa-mir-381
AL445984.1,nan
FOXE1,TTF-2|TITF2|HFKH4|FKHL15|FOXE2
MIR7-2,hsa-mir-7-2|MIRN7-2
RPS29P14,nan
CHCHD2P1,nan
RNA5SP79,RN5S79
PLB1,PLB|FLJ30866
RPSAP6,LAMR1P6|AC022026.3
LINC01101,FLJ14816
AADACP1,nan
RNU6-597P,nan
RN7SL98P,nan
AC021269.1,nan
OR5H3P,nan
AC233964.1,nan
RBPJP5,nan
DNAH12,FLJ44290|HL-19|FLJ40427|DNAH12L|DHC3|DNHD2|DNAH7L|hdhc3|Dnahc3|DLP12
AC104260.1,nan
SCN4B,LQT10
AC254562.2,nan
TOB2,APRO5|TOBL|bK223H9|TOB4|TROB2
PPIAP73,nan
ADGRF5,DKFZp564O1923|KIAA0758|GPR116
PLXNA1,NOV|PLXN1
CEP120,FLJ36090|CCDC100
AC009997.1,nan
IGSF6,DORA
SRSF9P1,SFRS9P1
AC012531.3,nan
AC270291.5,nan
AC124248.1,nan
RPS2P24,nan
DOK5,C20orf180|dJ805C22.1
SRD5A3P1,nan
AC270272.1,nan
AC109486.1,nan
AC104339.1,nan
AC018511.6,nan
GOLGA6L2,FLJ36144|CT105
BNIP3P33,nan
IL34,MGC34647|C16orf77|IL-34
AC011365.1,nan
TMEM109,MGC5508
AL157871.2,nan
MTCO3P30,nan
AC025839.1,nan
RHOQP1,RHOQP|ARHQP
ST7-AS1,ST7OT1|ST7AS1
ANKRD44-AS1,nan
EEF1B2P1,EEF1B1
AC004946.1,nan
AC063944.2,nan
AC018653.5,nan
SLC6A10P,SLC6A10|CT-2
PBOV1,UC28|UROC28
TMEM225,PMP22CD|PPP1R154|SPATA47
MIR3667,hsa-mir-3667
SGF29,CCDC101|TDRD29|FLJ32446
NUS1P3,YDD19
PIEZO1P1,FAM38CP|bA164D18.1|C20orf83
AL590723.1,nan
AC012146.1,nan
RNU7-140P,nan
HNRNPA1P64,nan
GRIA3,GLURC|GluA3|MRX94|GLUR3
AC006449.1,nan
OR1C1,HSTPCR27|TPCR27
AC016999.1,nan
AC060834.1,nan
FRG2C,nan
MYADM-AS1,nan
RPL29P32,nan
LGALS8-AS1,nan
RNU6-1234P,nan
AC004949.1,nan
AL139035.1,nan
LKAAEAR1,C20orf201
MIR155HG,NCRNA00172|MIRHG2|BIC
AC022028.3,nan
AC096666.1,nan
OR4A47,nan
IGHJ5,nan
AC073488.2,nan
SULT1C2P2,nan
TMLHE,FLJ10727|BBOX2|TMLH|XAP130
AC009158.1,nan
RNA5SP265,RN5S265
ANGPT1,Ang1|KIAA0003
AC009035.1,nan
AL109659.1,nan
SIX3-AS1,SIX3OS
AL359999.1,nan
MIR2277,hsa-mir-2277
AC018445.6,nan
