gene_name,gene_synonym
Api5-ps,Gm18045
Rpl7-ps7,Gm5557
Htr3a,5-HT3 receptor
Gm20810,nan
Gm20987,nan
Gm4302,nan
2210418O10Rik,OTTMUSG00000016535
Scgb2b25-ps,Abpbg25-ps
Gm16233,nan
Gm24681,nan
Gm3519,Gm43683
Gm44879,nan
Gm9748,nan
Gm21817,nan
Gm50041,nan
Gm22520,nan
Gm49141,nan
Mrps11,nan
Gm11719,nan
Gm16394,nan
St8sia2,Siat8b|ST8SiaII
Gm12862,nan
Gm44974,nan
Gm31224,Gm45811
Gm45546,nan
Gm12271,nan
Sh3bgrl,1190008F14Rik
Gm35217,nan
Gm15894,nan
Mrgprb4,MrgB4
Gm48051,nan
Gm6724,nan
Gm44278,nan
Vmn2r-ps54,Casr-rs5|Gprc2a-rs5
Gm20736,nan
Gtf2f1,2810405L04Rik
Gm8738,nan
Gm47173,nan
Ints12,4930529N21Rik|2810027J24Rik|A230056J18Rik|1110020M19Rik|Phf22
Magea6,Mage-a6
Gm22038,nan
4930480K15Rik,nan
Gm45828,nan
Ighj3,Gm16843
Gm29273,nan
Gm11581,nan
Gba2,bile acid
Npas3,bHLHe12|4930423H22Rik
Zfp821,4930566A11Rik
Gm18445,nan
Gm47796,nan
Gm14186,nan
Gm24968,nan
Gm26286,nan
Serp1,D3Ucla1
Gm13222,nan
Gm42615,nan
Gm22567,nan
Olfr1474,MOR202-26P|MOR202-42|GA_x6K02T2RE5P-3803583-3804527
Gm43617,nan
Gm12216,nan
Gm7823,nan
Gm21627,nan
Trim62,Dear1|6330414G21Rik
Gm22958,nan
Gm22502,nan
Mtrf1l,9130004K12Rik
Wdr34,3200002I06Rik
Gm50109,nan
Clec4a2,DCIR|Dcir1|Clecsf6|dendritic cell immunoreceptor
Gm4828,nan
Gm14617,nan
Gm10646,nan
Gm48628,nan
Gm7566,nan
Gm7709,nan
Sned1,6720455I24Rik|D430044C15Rik|Snep
Gm37618,nan
Gm13030,nan
Ccnl1,ania-6a|2610030E23Rik
Socs1,SOCS-1|JAB|Cish7|JAK2-binding protein|STAT-induced STAT inhibitor 1|Cish1|SSI-1|JAK-binding protein
Crxos,Egam1|Crxos1
Mir6335,mmu-mir-6335
Gm44330,nan
Rhou,mG28K|2310026M05Rik|CDC42L1|Arhu|WRCH1|WRCH-1
Cited1,Msg1
Olfr750,MOR103-18|GA_x6K02T2PMLR-6808276-6807281
Gm13455,nan
Gm14029,nan
Gm11947,nan
Thrap3,9330151F09Rik|B230333E16Rik|Trap150
Gm45528,nan
Lrp8os2,B230314M03Rik
Slain1os,4921525B02Rik
Gm35288,nan
Gm45417,nan
Gm20868,nan
Sh2d3c,Chat|SH2-containing Eph receptor-binding protein 1|Cas/HEF1-associated signal transducer|Shep1|Nsp3
Gga3,C230037M19Rik
Mir215,mmu-mir-215|Mirn215
1700049E17Rik1,666214
Fam32a,2510049I19Rik
Gm13973,nan
Tead2,TEF-4|Etdf|TEAD-2
Gm29011,nan
Gm35696,nan
Cd3e,CD3epsilon|CD3|T3e
Gm44523,nan
Pggt1b,GGT1|BGG1|2010207C17Rik
Gm2716,nan
Gm18361,nan
Acaca,LOC327983|Acac|acetyl-CoA carboxylase|Acc1|A530025K05Rik
Gm43424,nan
Col11a1,C530001D20Rik
Gm3629,nan
Gm21822,nan
Gm49593,nan
Gm30613,nan
Gm21330,nan
Igkv1-108,Gm6861
Vmn2r-ps42,nan
Cdcp2,D030010E02Rik
Nkiras1,KBRAS1|2400004O09Rik
Gm31371,nan
Gm37431,nan
Gm37954,nan
Rfxap,5730495K23Rik
Gm45447,nan
Ksr2,nan
Pde6g,Pdeg
Mir669a-4,mmu-mir-669a-4
Olfr888,GA_x6K02T2PVTD-31787920-31788864|MOR162-4
Gm30190,nan
Gm22544,nan
Gm50160,nan
Dand5,Cerl2|coco|Dte|Cerl-2|Cerr2|GREM3
Gm23223,nan
Magea7-ps,Mage-a7
Bfar,RNF47|3010001A07Rik
4930402D18Rik,nan
Gm48580,nan
Gm28797,nan
Gm8435,nan
4930555B12Rik,nan
Ighv8-7,nan
Gm6421,nan
Nanog-ps2,nanogPb
Lyzl4os,4930596M17Rik|4930589B17Rik
9530018F02Rik,nan
Gm17472,nan
B3galt1,6330417G03Rik
Gm49158,nan
Gm28483,nan
Gm47891,nan
Gm44481,nan
1700028P15Rik,nan
Vmn1r-ps93,Gm11293
Nr2c2ap,2310073E15Rik
Gm27993,nan
Chrnd,Achr-4|Acrd
Cpm,1110060I01Rik|5730456K23Rik
Copz2,1110012D12Rik|zeta2-COP|nonclathrin coat protein zeta2-COP
Gm45337,nan
Gm8141,nan
Gm28099,nan
Gm12167,nan
Idh2,Idh-2|IDPm
Gm45268,nan
Gm20396,nan
Atxn2,Sca2|ATX2|9630045M23Rik
Gm43825,nan
Cav3,Cav-3|M-caveolin
Gm16279,nan
2310026L22Rik,nan
Crnkl1,crn|1200013P10Rik|5730590A01Rik
Pja1,nan
Zfp651,4732420M22Rik
1700049L16Rik,nan
Gm7114,nan
Lsm14b,nan
Olfr1032,MOR199-1|GA_x6K02T2Q125-47485813-47486745
Olfr326-ps1,MOR275-7P|MOR275-8_p|GA_x6K02T2NKPP-850033-850968
Gm14372,nan
Abce1,Rnaseli|RNS4l (Eye)|Oabp
Ube2d2a,ubc4|1500034D03Rik
AC113292.1,nan
Olfr1165-ps,GA_x6K02T2Q125-49593880-49592930|MOR174-7
Gm4910,nan
Gm37856,nan
Gm22460,nan
Tnks2,5430432P15Rik
Gm42759,nan
Gm37571,nan
Cldn14,nan
Atp6v0e2,0610006O14Rik
Gm6457,nan
Gm20773,nan
Gm44101,nan
Rrp12,nan
AU040972,nan
Gm17779,nan
Gm2035,nan
Gm13246,nan
Lrrc31,E230002P03Rik
Hoxd8,Hox-4.3|4921540P06Rik|Hox-5.4
Gm6066,nan
Ubap2l,3110083O19Rik|NICE-4|A430103N23Rik|4932431F02Rik
Gm45430,nan
Dok7,A930013K19Rik|Oit5|Dok-7|EF-12
Olfr20,MOR135-11|MTPCR06|Olfr21|GA_x6K02T2P1NL-3514066-3515010|MTPCR55
B930086L07Rik,nan
Gm12710,nan
Gm28790,nan
Gm43959,nan
Gm23492,nan
Ceacam9,mmCGM8|Cea-5|Cea5
AB124611,LOC382062|HIDE1
Ank,D15Ertd221e
Gm36823,Gm43536
Gm9351,nan
Mir6916,mmu-mir-6916
Ube2u,nan
Gm13608,nan
Tmem130,nan
Gm48610,nan
Rgs12,1200016K18Rik|4632412M04Rik
Gm10617,nan
Ccl27,nan
Gm13027,nan
Coq8b,0610012P18Rik|Adck4
Pa2g4,Ebp1|Plfap
Gm27552,nan
Gm12923,nan
Gm43972,nan
Appbp2os,D630032N06Rik
Gm25679,nan
Gm11867,nan
Gm12621,nan
B830017H08Rik,nan
Gm10088,nan
4930461C15Rik,nan
Gm42613,nan
Rpl19-ps9,Gm8936
Gm13146,nan
Aldh9a1,ESTM40|TMABA-DH
Igkv1-135,Igkv1-135
Gm12010,nan
Gm49227,nan
Mir7242,mmu-mir-7242
Rdh9,Crad3
Gm29232,nan
Gm5646,nan
Zscan30,C230097I24Rik|Zfp397os
Gucy2e,GC-E|ROS-GC1|GC1
Far1,Mlstd2|2900034E22Rik|2600011M19Rik|3732409C05Rik
Gm20865,nan
Gm35031,nan
Prxl2b,2810405K02Rik|Fam213b|PM/PGFS
Rbfox2,2810460A15Rik|Fbm2|Fxh|Rbm9
Gm50100,nan
Npc1,lcsd|A430089E03Rik|D18Ertd723e|nmf164|C85354|D18Ertd139e
Gm11808,nan
4921534H16Rik,nan
Gm49170,nan
Olfr319,GA_x6K02T2NKPP-708319-707399|MOR285-2
Atcay,3322401A10Rik|BNIP-H|ji
Nt5c2,cN-II|PNT5|NT5B
Plac1,Epcs26|Oosp2l|DXWsu72e
Polr2e,RPB5|XAP4|25kDa
Olfr796,MOR269-1|GA_x6K02T2PULF-11287099-11286167
Gm12656,nan
Mir344f,mmu-mir-344f
4930448E22Rik,nan
Gm24611,nan
Krtcap2,0610010I12Rik
Pdcd10,CCM3|2410003B13Rik|TF-1 cell apoptosis related protein-15|Tfa15
Gm3222,nan
Gm10688,nan
Gm21524,nan
Gm44588,nan
Gm43086,nan
Gm8246,nan
Gm47319,nan
Gm16031,nan
Gm5941,nan
Gm48808,nan
Gm26587,nan
Oxtr,OTR
Gm18558,nan
Bach2,E030004N02Rik
Olfr759-ps1,MOR121-4P|GA_x6K02T2PSCP-1870234-1869449
Fam162a,2310056P07Rik
Srcin1,p140Cap|P140
Gm46379,nan
Gm25771,nan
Tmem262,BC048609
Slc15a3,Ci1|cI-1
Olfr1297,GA_x6K02T2Q125-72673494-72672556|MOR248-4
Gm17644,nan
Gm45605,nan
Lrrc26,nan
Olfr586,MOR8-2|MOR8-7|GA_x6K02T2PBJ9-5836380-5835439
Olfr371,MOR141-3|GA_x6K02T2NUPS-13298842-13299780
Gm44239,nan
Spaca3,1700025M08Rik|ALLP17|SLLP1
Srp54c,E330029E12Rik
Gm47471,nan
Tpd52l2,D54|2810411G23Rik
Palmd,PALML|4631423C22Rik
Gm379,LOC236954
Gm45485,nan
C730036E19Rik,nan
Cdk12,Crkrs|1810022J16Rik|Crk7|D11Ertd752e
Naa80,Nat6
Gm37081,nan
A930017K11Rik,nan
Toporsl,4930547C10Rik
Gm26574,nan
Gm31258,nan
Gm15701,nan
Gm50087,nan
Gm13036,nan
Mir8106,mmu-mir-8106
Lcn3,Vnsp1
Gm38115,nan
1700073E17Rik,nan
Nxt2,6330587F24Rik|P15-2
Gm14221,nan
Gm26340,nan
Vmn1r-ps108,Gm11304
Gm3375,nan
Gm49060,nan
Gm8292,nan
Gm17968,nan
Gm28265,nan
Gm31513,nan
Gm47722,nan
Lrrn1,NLRR-1|2810047E21Rik
Dynap,2310002L13Rik
Gm5609,nan
Gm18559,nan
Gm48788,nan
Gm44806,nan
Gm9164,nan
Gm13022,nan
Gm43785,nan
Igkv8-26,Gm16945
Gm2093,nan
Defa42,Gm7849
9430037G07Rik,nan
Gm20858,nan
Gm47909,nan
Gm49487,nan
Gm16074,nan
Gm37564,nan
Plac8l1,1700009N18Rik|1700015M15Rik
Gm29508,nan
Gm37452,nan
Xkr8,4931440N07Rik|LOC381560
Stx7,nan
Aamp,Aamp-rs
Utp18,Wdr50|6230425C22Rik
A530041M06Rik,nan
Gm37420,nan
Zfp936,Gm9272|EG435970|I1C0022H11Rik
Mup-ps11,Gm13516
Olfr712-ps1,GA_x6K02T2PBJ9-9369312-9367962|MOR103-20_p
Gm5853,nan
Gm43119,nan
Gm27786,nan
1110008E08Rik,nan
Gm23923,nan
Pyroxd2,3830409H07Rik|4833409A17Rik
Gm38361,nan
Oip5os1,Oip5as1|linc-oip5|Cyrano|1700020I14Rik
Svip,6620401M08Rik|1700006C13Rik
Gm49044,nan
Epb41l4a,Epb4.1l4a|NBL4
Gm49719,nan
Plat,t-PA|tPA|D8Ertd2e
Gm22082,nan
Gm15014,nan
Gm48842,nan
2010315B03Rik,nan
Gm23038,nan
Spats2,Scr59|2700012F11Rik|59kDa|p59<scr>
Gm48080,nan
Gm26432,nan
D530037P16Rik,nan
Gm17073,nan
Gprasp2,5330440H13Rik|Prpl5|GASP2
Rprd1a,nan
Zfp36l2,Tis11d|Brf2|ERF2
Egln1,ORF13|Hif-p4h-2|Phd2|SM-20
Gm18610,nan
Gm9575,nan
Gm8801,nan
Asgr1,Asgr-1|Asgr|ASGPR1
Gm14003,nan
Gm18222,nan
Gm47789,nan
Gm37972,nan
Gm50200,nan
Olfr332,MOR284-2|GA_x6K02T2NKPP-926908-927915
Gm23153,nan
n-R5s92,nan
Gm47232,nan
Gm22483,nan
Ccr4,CC CKR-4|Cmkbr4
Cotl1,1810074P22Rik|2010004C08Rik
Gm29144,nan
Gm36329,nan
Gm23474,nan
Gm8203,nan
Gm15096,nan
Gm11796,nan
Gm22563,nan
Gm47290,nan
Gm44956,nan
Gm10435,nan
Mir6355,mmu-mir-6355
Gm18553,nan
Eid2,EID-2|Cri2
Esp1,ESP1|Gm6084
Mir223,miR-223|mmu-mir-223|Mirn223
Gm12530,nan
Gm3285,nan
Smim41,6030408B16Rik
Gm17529,nan
2810405F15Rik,nan
Prss2,TRYP|TRY8|Tesp4|Try2|Ta
Gm47701,nan
Ighv1-45,nan
Gm37030,nan
Ighv5-3,nan
Gm9790,nan
A530046M15Rik,nan
Gm13490,nan
Rnaseh2c,1500026D16Rik
Gm37244,nan
Birc5,survivin|Api4|TIAP
Gm37769,nan
Mir30d,mmu-mir-30d|Mirn30d
Togaram1,Fam179b|A430041B07Rik
Gm37373,nan
Gm47641,nan
Gm20866,nan
Gm10416,EG667213
Gm15197,EG666540
Myc,Niard|Nird|Myc2|bHLHe39|c-myc
Gm9761,nan
Gm23781,nan
Pate13,9230113P08Rik
Gm3765,nan
Gm25702,nan
Sfn,Ywhas|MME1|14-3-3 sigma|Er
Ddx50,8430408E17Rik|RH-II/Gubeta|GU2|4933429B04Rik
Gm26724,nan
Plscr4,nan
Crabp1,CrabpI|Rbp-5|Crabp-1
Gm14940,nan
Itih4,Itih-4
Rpl17-ps7,Gm9307
Apof,nan
Wdr93,EG626359
Ina,NF66|NF-66
Lins1,Lins|2700083B01Rik|Wins2
Gm13658,nan
Gm5301,Gm44942
Tpgs1,Gm16517|Gtrgeo22
Gm24492,nan
Gm38021,nan
Zfp2,mkr-2|9930007F06Rik|Zfp-2|Fnp-2
Gm26783,nan
Tbc1d16,nan
Gm21614,nan
Gm17728,nan
Gm25322,nan
Gm29213,nan
Khdc1c,nan
Gm25704,nan
Gm50302,nan
Pantr2,2610207O16Rik|Pou3f3os2|linc-Brn1b
Gm28450,nan
Obox7,Gm4745
Gm37311,nan
H2-T3,H2-Tw3|TL|H-2T3
C4bp-ps1,C4BPB
Tpx2,2610005B21Rik|REPP86|p100|DIL2
Olfr823,MOR210-4|GA_x6K02T2PULF-11783479-11782532
Gm11902,nan
Gm8602,nan
Cldnd2,1700071E18Rik
Gm49155,nan
Megf8,b2b1702Clo|Egfl4|b2b288Clo|m687Ddg
Gm49456,nan
Gm37703,nan
Ano7,Tmem16g|NGEP-L|NGEP|IPCA-5|Pcanap5
Gm8459,nan
Rapgef1,Grf2|C3G|4932418O06Rik
Gm11403,nan
Zfp978,Gm13145
4930563J15Rik,nan
Anxa8,Anx8
Olfr770,GA_x6K02T2PULF-10819232-10818297|MOR114-5
Gm44549,nan
Gm45883,nan
Gm20300,nan
Gm9162,nan
Gm22509,nan
Zfhx3,WBP9|Sci|A230102L03Rik|Atbf1
Gm31600,nan
Gm48934,nan
Gm28913,Gm29953
Olfr484,GA_x6K02T2PBJ9-10454128-10453163|MOR204-16
Gm18638,nan
Gm44185,nan
Bmpr1b,BMPR-IB|CFK-43a|Alk6|Acvrlk6
Fbxw9,1110017H11Rik|Fbw9
Gm23600,nan
Gm50437,nan
Gm23288,nan
Gm7783,nan
Gstm1,Gstb1|Gstb-1
Gm4705,nan
Gm8334,nan
Bnc1,nan
Gm17877,nan
Tma16,1810029B16Rik
Gm27490,nan
Rcsd1,A430105K13Rik
Dmtn,dematin|Epb4.9
Med13l,2210413I17Rik|6330591G05Rik|Trap240L|9030618F05Rik|Thrap2
Gm16070,nan
Pcdhb1,PcdhbA
Gm50400,nan
Gm47138,nan
Poglut1,9630046K23Rik|Ktelc1|Rumi|wsnp
Kcnj5,Kir3.4|GIRK4
mt-Ts1,TrnS1 tRNA|tRNA-Ser_1|tRNA|tRNA-Ser
Gm29695,nan
1700025J12Rik,nan
BC051019,D7H11orf16|ICRFP703N2430Q5.5
Mir7054,mmu-mir-7054
Gm23278,nan
Olfr1124,GA_x6K02T2Q125-48936945-48937901|MOR264-3|Olfr1125|MOR264-24|GA_x6K02T2Q125-48935224-48935664
Snord37,MBII-376
Gm12796,nan
Gm25412,nan
Scgb1b29,Gm5326|Abpa29
Dio3,nan
Olfr555,GA_x6K02T2PBJ9-5375442-5376389|MOR10-1
Gm14921,nan
Gm4796,nan
Gm10472,nan
Evi2b,Evi2
Zbtb22,Zfp297|Bing1|1110008J20Rik
Xxylt1,AI480653
Gm14044,nan
Gm44243,nan
Gm47449,nan
Htr5b,nan
Gm25727,nan
Gm45902,nan
Gm11417,nan
Ralgapa1,4930400K19Rik|Tulip1|2310003F20Rik|Garnl1
Muc4,4933405I11Rik
Gm10344,nan
Olfr953-ps1,GA_x6K02T2PVTD-33148866-33149821
Dock2,MBC|CED-5|Hch
Shroom3,D5Ertd287e|Shrm|Shrm3
Gm12200,nan
Tsen54,0610034P02Rik
Igfbp5,IGFBP-5P|IGFBP-5
Mir3473a,mmu-mir-3473a|mmu-mir-3473
Gm7565,nan
2900092C05Rik,nan
Runx1,Cbfa2|AML1|alpha subunit 2|runt domain|Pebp2a2
U2af1l4,U2af26|auxiliary factor 26
Gm18555,nan
Calr-ps,Gm14078
Gm33973,nan
Pcdhgc4,nan
Gm10030,nan
Lzts1,F37|PSD-Zip70|FEZ1
Serpina3d-ps,antitrypsin|Serpina3d|2B1|alpha-1 antiproteinase
Gm44734,nan
Gm49277,nan
Tor1b,DQ1|2610016F05Rik|torsinB
Gm50486,nan
Scaf8,A630086M08Rik|Rbm16|A930036P18Rik
Cyp2d39-ps,Gm20573
Gm8784,nan
Olfr455,EG546896|GA_x6K02T2P3E9-5021913-5022918|MORO-2|MOR0-17_p|Olfr455-ps1|MOR0-2P
Amer2,Fam123a|2600011E07Rik|Amer2
Gm43254,nan
Gm12036,nan
Ncs1,9430075O15Rik|A730032G13Rik|NCS-1|Freq
Olfr171,GA_x54KRFPKG5P-16071018-16070077|MOR273-5|MOR273-1
Gm44724,nan
n-R5s64,nan
4933414I15Rik,ENSMUSG00000051192
A930012O16Rik,nan
A630010A05Rik,nan
Gm11560,nan
Gm14293,nan
Gm8082,nan
Gm44270,nan
Gm24370,nan
Gm22348,nan
Mir107,mir 107|mmu-mir-107|Mirn107
Gm3362,nan
A730056A06Rik,nan
Klra5,Ly49e
Gm24869,nan
Gm29032,nan
Gm5970,nan
Pate6,D730048I06Rik|9230110F15Rik|Pate-A|Anlp3|Pate-C|mANLP2
Rex2,Gm13138
Ip6k1,InsP6|InsP6k1|1200016D08Rik|Ihpk1
Gm15688,EG433658
Rassf4,3830411C14Rik
Gm50038,nan
Gm22671,nan
Olfr1430-ps1,MOR214-8P|GA_x6K02T2RE5P-2542657-2541741
A230060F14Rik,nan
Tcfl5,Figlb|FIG beta
Gm14846,nan
Gm12042,nan
Smim9,4930428E23Rik
Gm47753,nan
Gm20777,nan
Apoh,beta-2-GPI|beta-2-glycoprotein 1|B2GPI
Gm27024,nan
Gm23169,nan
Gm45504,nan
Ocrl,9530014D17Rik|oculocerebrorenal syndrome of Lowe|OCRL1
BC061212,nan
Trav6-7-dv9,Gm13909
Gm25417,nan
Stx17,6330411F21Rik|9030425C21Rik|4833418L03Rik
Scg2,SgII|Chgc
Gm7815,nan
B230217O12Rik,nan
Gm49566,nan
Gk2,Gk-rs2
1500005C15Rik,nan
Gm45760,nan
Arid1b,9330189K18Rik|B230217J03Rik
Gm16166,nan
Gm25670,nan
Map3k3,MAPKKK3|Mekk3
Gm37562,nan
Idh1,Idh-1|IDPc|Id-1|E030024J03Rik
Rhebl1,Rheb2|1810036J22Rik
Arhgap10,PSGAP-s|A930033B01Rik|PSGAP-m
Gm26265,nan
Gm22681,nan
Vax2os,Vax2os2|Vax2os1
Capg,gCap39|mbh1
Rpe,5730518J08Rik|2810429B02Rik
Ilk,ESTM24
Klhdc8b,4931406O17Rik
Gm30694,nan
Gm12380,nan
Gm12081,nan
Gm37827,nan
Gm37892,nan
Spin1,Spin
Gm38036,nan
Fam222a,BC057022
Atp5b,nan
Arsj,9330196J05Rik
Gm22009,nan
Gm5698,nan
Slc25a29,mCACL|CACL|C030003J19Rik
Trav9n-4,nan
Copg2,nan
Gm24894,nan
Gm13449,nan
Gm44282,nan
Gm45758,nan
Csf2,Csfgm|MGI-IGM|GMCSF|Gm-CSf
Wars,nan
Gm20368,nan
Olfr988,GA_x6K02T2Q125-46830591-46829662|MOR203-5P
Lig4,5830471N16Rik|tiny|DNA ligase IV
Gm8529,nan
Gm27389,nan
Dhcr7,nan
Mir465d,mmu-mir-465d
Gm9497,nan
Fgr,Ali18|Mhdaali18
Gm20288,nan
Gm11536,nan
A930104D05Rik,nan
Cdc16,2700071J12Rik|2810431D22Rik
Inhbe,activin betaE|activin beta-E
Gm18187,nan
Gm48733,nan
Rufy3,D5Bwg0860e|2810428M05Rik|6330416M07Rik|Rpipx
Cep250,Inmp|Cep2|B230210E21Rik
Gm15155,ENSMUSG00000055109
Gm31343,nan
Slc25a27,Ucp4|D530043E16Rik|3632410G24Rik|9430092A03Rik
Gm24451,nan
Gm10284,nan
Gm42577,nan
Gm23512,nan
CN725425,Gm5807
Gm6091,nan
Gm37052,nan
Ctdnep1,Dullard|2610507E10Rik
Gm50322,nan
Gm5468,100040583
Gm18206,nan
Gm33847,Gm43639
Ak4,Ak3l1|Ak-3|Ak-4|D4Ertd274e
Gm5165,nan
Gm25178,nan
Sema4a,Semab|SemB
Gm14274,nan
Brca2,RAB163|Fancd1
1700049E15Rik,Gm15761
Zfp36l3,nan
Gm23505,nan
Parm1,2210012L08Rik|9130213B05Rik
Gm24307,nan
Gm27350,nan
Gm11680,nan
Th,nan
Gm23708,nan
Tbx2,nan
Gm17086,nan
Gm42926,nan
Gm33206,nan
Gm6532,nan
Gm50077,nan
Ccnk,CPR4|CycK
Defb36,Defb123
Ddx46,2200005K02Rik|8430438J23Rik
Pdgfrl,1110039P19Rik
Osbpl5,Obph1|ORP5|1110006M06Rik
Gm43932,nan
Gm8122,nan
Gm23221,nan
Gm8793,nan
Olfr1219,MOR233-6|GA_x6K02T2Q125-50555603-50554668
Gm10635,nan
Gm14082,nan
Gm5095,nan
4930558J22Rik,nan
Hebp2,SOUL
Gm6853,nan
Igkv14-100,Gm16635
E2f5,E2F-5
Farsa,0610012A19Rik|Farsla
Gm7825,nan
Gm16420,nan
Camsap2,1600013L13Rik|Camsap1l1|4930541M15Rik
B3gat2,GlcAT-S
Gm21988,nan
Dlx2,Tes-1|DII A|Dlx-2
Zkscan14,2310046C23Rik|2810437E14Rik|Zfp99
Misp,9130017N09Rik
Igkv4-55,Gm1524|LOC385253
Gm48437,nan
Gm48933,nan
Pcdhb5,Pcdhb4A|PcdhbE
Klf10,Gdnfif|Egral|Tieg1|mGIF
Mocos,1110018O12Rik
Gm19184,nan
Nav2,Unc53H2|Rainb1|RAINB2|POMFIL2|5330421F07Rik|HELAD1
Gm14024,nan
Mir669g,mmu-mir-669g|Mirn669g
Vmn1r163,Gm8716
Gm49752,nan
Gm26395,nan
Kcnj6,Kir3.2|GIRK2|KCNJ7
Gm25656,nan
Sema5b,SemG|Semag
Gm44516,nan
Gm43458,nan
Gm18358,nan
4930579F01Rik,nan
Vav2,2810040F13Rik
Zfp148-ps1,nan
Gm12736,nan
Gm4924,mIF1
Gm4221,nan
Gm33055,nan
Tecta,Tctna|[a]-tectorin
Gm9044,nan
1700085C21Rik,nan
Gm37368,nan
Snx2,0610030A03Rik
Gm12992,nan
Plxnb3,Plxn6
Gm14767,nan
Pip5kl1,nan
Hyal4,4632428M18Rik
Gm12519,nan
Gm18752,nan
Gm44909,nan
Ggact,A2ld1
Gm36971,nan
Ms4a10,2010001N17Rik
Gm21850,nan
Gm48670,nan
Gm24651,nan
Qser1,4732486I23Rik
Mir363,mir 363|mmu-mir-363|Mirn363
Gm24636,nan
Gm11510,nan
Gm23963,nan
Gm10288,nan
Gm13597,nan
Ccdc125,5830436D01Rik
Map3k7cl,ORF63
Rims4,Rim4
Trav6d-7,LOC385047
Gm29468,nan
Gm29301,nan
Fcgbp,A430096B05Rik
Gm49608,nan
Itga9,6720458D17Rik|2610002H11Rik|D9Ertd428e
Mir7019,mmu-mir-7019
Gm18992,nan
Txndc11,EFP1|2810408E11Rik|Txdc11|EF-hand binding protein 1
Gm30929,nan
Gm28433,nan
Ighv1-62-1,Gm9232
Helb,D10Ertd664e
Sh3kbp1,1700125L08Rik|Ruk|5830464D22Rik|IN85|1200007H22Rik|Seta
Gm9973,nan
Pde11a,6330414F14Rik|A630086N24Rik
Gm25899,nan
Gm48194,nan
Gm26873,nan
Gm37350,nan
Dmp1,nan
Kpna6,NPI-2|IPOA7|importin alpha 7
Slc6a8,CRT|Creat
Scp2,NSL-TP|ns-LTP|nonspecific lipid transfer protein|SCPx|SCP-2
Gm27011,nan
Gm18549,nan
Gm10163,nan
Hspa4,Hsp70RY|Hsp110|70kDa|APG-2
Gm20485,nan
Gm24500,nan
Gm43249,nan
Scml2,4932420G07Rik
n-R5s146,nan
Gm37934,nan
4930408O17Rik,nan
Gm25513,nan
Gm13268,nan
Ftcd,glutamate formiminotransferase
Gm45477,nan
Gm24068,nan
Tmed5,4432412D15Rik|3110020O18Rik
Anln,1110037A17Rik|Scraps|2900037I21Rik
Matk,Ntk|HYL|Csk homologous kinase|CHK
Gm28342,nan
Gm20415,nan
Gm6566,nan
B230220B15Rik,nan
Rps4l-ps,Gm6816
Litaf,TBX1 protein|3222402J11Rik|Nedd4 WW domain-binding protein 3|N4WBP3
Gm28171,nan
Gm18007,nan
Gm13564,nan
Gm47916,nan
Rsc1a1,mRS1|OTTMUSG00000010365|RS1
Gm28087,nan
Lamp1,Perk|CD107a|Lamp-1
Gm43566,nan
Gm42863,nan
Scgb2b5-ps,Abpbg5-ps
8430430B14Rik,nan
Aida,2610208M17Rik
Mmp19,nan
Gm42875,nan
Gm15997,nan
Hap1,HAP-1
Caprin2,RNG140|C1qdc1|Eeg1
Kcnk13,LOC381712|LOC380778|F730021E22Rik
Brs3,BRS-3
Gm23726,nan
Gm48691,nan
Gm12045,nan
Gm13418,nan
Olfr1156,GA_x6K02T2Q125-49433499-49432537|MOR174-3
Lipf,2310051B21Rik
Gm15200,nan
Gm24443,nan
Vmn2r52,EG384534
Gm28968,nan
Olfr854,GA_x6K02T2PVTD-13313295-13312357|MOR147-3
Gm50161,nan
Gm45416,nan
Fbxw17,1110064L07Rik
Shank2,ProSAP1
Gm6425,nan
Rab19,nan
Riok1,3110046C13Rik|5430416A05Rik
Gm48630,nan
Gm44578,nan
Ntrk2,C030027L06Rik|Tkrb|trkB
n-R5s61,nan
Psg17,Cea2|mmCGM5|Cea-2
Gm37926,nan
C230057M02Rik,Gm45898
Cyp2d22,2D22
Defb7,mBD7|Defb15
Sesn1,SEST1|1110002G11Rik|PA26
Il12a,IL-12p35|p35
Gm28083,nan
Frs2,Frs2alpha|SNT1|C330018A15Rik
Arl6ip6,2310057C01Rik|Aip-6|2610529A11Rik
Gm11841,nan
Trbv7,nan
Gm25801,nan
Gm13925,nan
Gm10593,nan
Gm25499,nan
Gm12259,nan
Gm43859,nan
Rufy4,F930048N03Rik
Cops3,Sgn3|COP9 complex S3|Csn3
Klf12,AP-2rep|2700063E05Rik|B130052C06Rik|D530033K05Rik
2310001K20Rik,nan
Gm30329,nan
Selenon,1110019I12Rik|Sepn1
Tnnt1,sTnT|Tnt|skeletal muscle slow-twitch TnT|ssTnT
Gm44480,nan
Mier1,4933425I22Rik|5830411K19Rik
Gm16141,nan
Gm44613,nan
Gm49852,nan
Gm20452,nan
Gm28037,nan
Psenen,1700023M09Rik
Gm22940,nan
Gm14896,nan
Gin1,Zh2c2|4930429M06Rik|4930429M06
Gm29209,nan
Vmn1r195,V1ri6
Gm20803,nan
Gm37018,nan
Gm21874,nan
Gm22068,nan
Gm45505,nan
Gm45202,nan
Gm15670,nan
Ighv1-30,Gm17539
Gm5789,nan
Gm43968,nan
Gm37421,nan
Lncppara,Mirlet7bhg|Lincppara
